val,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27
3.1352425667381274e-05,5.545292907948422,1.0,1.0,1.0,1.0,1.0,19.0,14.0,14.0,3.0,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
3.1352425667381274e-05,5.545292907948422,1.0,1.0,1.0,1.0,1.0,19.0,14.0,14.0,3.0,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
3.1352425667381274e-05,5.545292907948422,1.0,1.0,1.0,1.0,1.0,19.0,14.0,14.0,3.0,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
1.6006464195947854,5.545292907948422,1.0,1.0,1.0,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
1.6006464195947854,5.545292907948422,1.0,1.0,1.0,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
6.545630693732534,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
6.545630693732534,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
6.545630693732534,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
6.545630693732534,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
7.9225444871212884,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.4268632589246635,36.0,0.0
7.9225444871212884,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.4268632589246635,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.053896584356067,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,30.0,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
11.249935501771475,5.545292907948422,1.0,1.0,9.470477058923995,1.0,1.0,19.0,14.0,14.0,-6.487916249199326,0.0,3.0,0.0,6.0,59.50403989378812,1.0,2.0,3.0,0.0,18.0,32.0,48.0,27.0,0.0,12.0,0.7476969860157712,36.0,0.0
