val,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13
2.7113179538091763,1.0,1.0,1.0,4.788838835370134,1.45560552146803,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,0.0
2.7113179538091763,1.0,1.0,1.0,4.788838835370134,1.45560552146803,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,0.0
2.7113179538091763,1.0,1.0,1.0,4.788838835370134,1.45560552146803,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,0.0
2.7113179538091763,1.0,1.0,1.0,4.788838835370134,1.45560552146803,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,0.0
2.8630688984408135,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,0.0
2.8630688984408135,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,0.0
2.8630688984408135,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,0.0
2.8630688984408135,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,0.0
2.8630688984408135,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,0.0
2.8630688984408135,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,0.0
2.8630688984408135,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,0.0
2.8630688984408135,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,0.0
3.395468529787435,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
3.395468529787435,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
3.395468529787435,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
3.395468529787435,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
3.395468529787435,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
3.395468529787435,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
3.395468529787435,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
3.395468529787435,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
3.395468529787435,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
3.395468529787435,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
3.395468529787435,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
3.395468529787435,1.0,1.0,1.0,4.788838835370134,4.317948553870693,8.009082433595129,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.014229592363712,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
4.0257388987105065,1.0,1.0,1.0,4.788838835370134,4.317948553870693,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
5.609015951206906,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
5.609015951206906,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
5.609015951206906,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-5.0508822723279945
5.843854129640273,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,0.0,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
6.779415318159199,1.0,1.0,1.0,4.788838835370134,5.9681110344262365,10.0,0.0,-0.5978070685062709,0.0,0.0,0.005341254514641771,1.0,1.0,-10.0
